Date,Open,High,Low,Close,Adj Close,Volume
2020-04-03,104.130020,105.229446,100.305923,101.663483,87.465134,4747585
2020-04-06,105.497131,110.544930,105.286804,109.770554,94.439964,7357773
2020-04-07,113.575523,114.311661,109.818359,109.885277,94.538666,5852684
2020-04-08,111.195030,114.684509,110.009560,114.043976,98.116577,5395896
2020-04-09,115.181641,117.514343,114.885277,116.156792,99.934303,5832705
2020-04-13,116.281075,116.443596,112.848946,115.822182,99.646416,5355206
2020-04-14,118.030594,119.674950,117.227531,118.460800,101.916542,5322780
2020-04-15,113.881454,114.904396,111.625237,113.470360,97.623077,5896616
2020-04-16,113.776291,114.483749,109.388145,110.640533,95.188454,6754650
2020-04-17,114.053535,115.095604,112.734222,114.837479,98.799232,5194436
2020-04-20,113.910133,117.456978,112.944550,115.114723,99.037781,8558058
2020-04-21,108.986618,111.998085,107.131927,111.625237,96.035614,15009054
2020-04-22,114.598473,115.038239,112.380501,114.063095,98.133018,7412479
2020-04-23,114.311661,117.619499,113.881454,116.013382,99.810928,7198154
2020-04-24,117.026772,119.502869,115.449333,119.235184,102.582771,5215251
2020-04-27,120.038239,121.405357,119.952202,120.382408,103.569778,5150295
2020-04-28,122.399620,122.562141,119.866158,120.717018,103.857658,4997893
2020-04-29,123.212234,123.623329,121.921608,123.030594,105.848114,5499450
2020-04-30,120.956024,121.673042,119.713196,120.038239,103.273666,6941047
2020-05-01,117.772469,118.040154,116.051628,116.510513,100.238625,5152073
2020-05-04,115.506691,116.606117,114.139580,116.328873,100.082359,4202723
2020-05-05,117.963669,118.852776,117.084129,117.189293,100.822617,4078772
2020-05-06,117.820267,118.594643,117.026772,117.753349,101.307899,4042372
2020-05-07,117.571701,117.839386,115.535370,115.898659,101.049484,4615580
2020-05-08,117.275337,117.810707,115.736137,117.581261,102.516502,5232615
2020-05-11,116.453156,118.021034,115.363289,117.198853,102.183105,3697924
2020-05-12,117.600380,118.852776,114.971321,114.971321,100.240967,5004587
2020-05-13,114.674950,114.713196,109.799232,110.640533,96.465042,6153409
2020-05-14,109.531548,111.940727,106.892921,111.806885,97.481949,5501332
2020-05-15,110.831741,112.227531,110.181641,111.835564,97.506973,5006470
2020-05-18,114.608032,116.978966,114.483749,116.214149,101.324554,4399162
2020-05-19,115.860420,116.797325,114.856598,115.000000,100.265961,3390191
2020-05-20,115.611855,117.084129,115.296364,116.042068,101.174507,4017372
2020-05-21,115.669212,116.367111,113.738052,113.881454,99.290726,4184941
2020-05-22,114.120461,114.216064,112.418739,113.183556,98.682251,4373117
2020-05-26,115.965584,117.227531,115.688339,116.405357,101.491264,5720888
2020-05-27,118.489487,120.296364,118.040154,120.019119,104.642029,5990965
2020-05-28,121.290634,121.386230,118.757172,119.053535,103.800163,4095404
2020-05-29,118.231361,119.627151,116.864243,119.407265,104.108559,8294675
2020-06-01,119.158699,120.219887,118.575523,119.397705,104.100220,3003798
2020-06-02,120.143402,120.458893,119.177818,120.458893,105.025459,3115093
2020-06-03,121.558319,123.900574,121.414917,123.374763,107.567734,4097914
2020-06-04,122.160614,123.279160,121.434036,123.221794,107.434357,4042581
2020-06-05,128.001907,128.326965,125.956024,126.252388,110.076668,6163764
2020-06-08,126.453156,129.904404,126.453156,129.780121,113.152428,5617543
2020-06-09,127.648186,127.724663,125.258125,126.070747,109.918304,5641706
2020-06-10,126.338432,126.414917,124.091782,124.158699,108.251236,4952601
2020-06-11,120.487572,120.554497,112.657745,112.820267,98.365517,12304726
2020-06-12,115.917786,117.705544,114.034416,116.548759,101.616287,6506434
2020-06-15,113.948372,116.988525,113.087952,116.300194,101.399574,5385959
2020-06-16,119.502869,121.892921,117.743790,119.646271,104.316948,5864608
2020-06-17,120.296364,120.697899,117.973228,118.690247,103.483406,3302013
2020-06-18,117.590820,118.929253,116.950287,118.699806,103.491745,2997208
2020-06-19,120.621414,121.242828,116.873802,117.084129,102.083061,8471554
2020-06-22,116.749519,117.112808,115.229446,115.745697,100.916130,4993081
2020-06-23,116.644356,117.495216,113.986618,114.158699,99.532463,6937700
2020-06-24,113.116638,113.116638,110.783936,111.300194,97.040169,7061546
2020-06-25,111.625237,113.967499,110.994263,113.795410,99.215706,6412608
2020-06-26,113.059273,113.757172,111.147224,112.036331,97.682014,11244605
2020-06-29,112.791588,114.512428,112.208412,114.483749,99.815857,4350837
2020-06-30,113.948372,115.869980,113.766731,115.458893,100.666069,4099797
2020-07-01,114.980881,115.898659,113.164436,113.326958,98.807274,4869967
2020-07-02,114.426384,116.080307,114.015297,114.435944,99.774185,3919362
2020-07-06,115.917786,116.491394,114.206497,114.904396,100.182625,4231488
2020-07-07,113.766731,114.254303,112.170174,112.409180,98.007088,4474893
2020-07-08,112.868073,113.422562,111.357552,112.533463,98.115448,5431669
2020-07-09,112.810707,112.810707,110.133842,110.621414,96.448372,4982098
2020-07-10,110.420647,113.355644,110.219887,113.145317,98.648918,4482842
2020-07-13,114.512428,115.669212,113.441681,113.957932,99.357414,4864632
2020-07-14,113.403442,115.573616,112.734222,115.296364,100.524361,4742982
2020-07-15,117.017204,118.508606,116.778206,117.590820,102.524841,4679176
2020-07-16,117.284897,119.005737,116.787766,118.556404,103.366722,4530121
2020-07-17,118.919693,120.105164,117.782028,119.608032,104.283600,4167892
2020-07-20,120.525810,121.481834,119.636711,120.812622,105.333862,10384374
2020-07-21,125.391968,126.357552,120.267685,120.516251,105.075462,16063004
2020-07-22,120.363289,123.776291,120.267685,123.011475,107.250999,8572388
2020-07-23,123.422562,123.680687,121.558319,121.730400,106.134056,4414225
2020-07-24,120.917786,122.036331,119.980881,120.258125,104.850410,3693531
2020-07-27,119.369026,120.764816,119.225624,120.659653,105.200485,3905136
2020-07-28,120.286804,120.783936,118.690247,118.996178,103.750145,4370397
2020-07-29,119.082214,120.449333,118.613770,119.808792,104.458656,2963109
2020-07-30,118.269600,118.451241,116.290634,117.495216,102.441490,4171553
2020-07-31,117.313576,117.581261,115.764816,117.533463,102.474831,5519847
2020-08-03,118.068832,118.938812,116.778206,118.843208,103.616776,3688301
2020-08-04,118.374763,120.325050,118.374763,120.305923,104.892075,3625541
2020-08-05,121.156792,121.175911,119.130020,119.933075,104.566994,3786102
2020-08-06,119.502869,120.707458,119.502869,120.573616,105.125473,3574287
2020-08-07,118.068832,119.569794,117.791588,119.464630,105.522377,3818946
2020-08-10,119.904396,121.644356,119.674950,121.520073,107.337936,4150842
2020-08-11,123.097511,124.732315,121.042068,121.175911,107.033936,5231255
2020-08-12,121.998085,122.170174,120.344170,121.128105,106.991699,3692066
2020-08-13,120.420647,120.831741,119.282982,119.531548,105.581482,3317180
2020-08-14,118.738052,120.038239,118.460800,119.760994,105.784149,3099716
2020-08-17,119.741875,120.066925,118.938812,118.967499,105.083260,3514665
2020-08-18,119.502869,119.980881,118.776291,119.426384,105.488602,3014990
2020-08-19,119.340347,119.980881,118.068832,118.393883,104.576584,3916119
2020-08-20,117.782028,118.585083,117.409180,117.734222,103.993904,2679015
2020-08-21,117.600380,118.049713,116.931168,117.743790,104.002365,3540815
2020-08-24,118.346077,120.516251,117.934990,120.152962,106.130371,4258057
2020-08-25,120.458893,121.242828,119.015297,119.158699,105.252136,3114674
2020-08-26,119.455070,119.617592,118.499046,118.709366,104.855255,3544162
2020-08-27,119.120461,119.598473,118.527725,119.168259,105.260590,3580144
2020-08-28,119.464630,119.789673,118.757172,119.569794,105.615265,3242182
2020-08-31,119.741875,119.741875,117.619499,117.887192,104.129036,5049983
2020-09-01,117.447418,118.499046,116.778206,117.973228,104.205025,3300444
2020-09-02,118.279160,123.040154,118.145317,122.543022,108.241493,6895650
2020-09-03,122.552582,124.235184,118.212234,118.977058,105.091698,5979773
2020-09-04,118.881454,119.837479,115.908218,116.921608,103.276138,6295037
2020-09-08,116.787766,117.466537,115.401527,115.879539,102.355682,5449974
2020-09-09,116.759079,118.260040,115.956024,116.883362,103.242348,3944152
2020-09-10,117.141495,118.145317,114.952202,115.258125,101.806786,4161406
2020-09-11,116.051628,117.304016,115.420647,116.118546,102.566803,3711313
2020-09-14,116.978966,117.954109,116.405357,116.720840,103.098801,3809009
2020-09-15,117.418739,117.973228,116.864243,117.055450,103.394363,3049299
2020-09-16,117.313576,120.286804,117.313576,118.757172,104.897469,3962666
2020-09-17,117.227531,120.028679,116.606117,119.426384,105.488602,3317180
2020-09-18,118.795410,119.426384,117.256210,117.361374,103.664574,5639614
2020-09-21,115.181641,115.391968,113.365204,114.961761,101.545006,5555724
2020-09-22,115.038239,116.108986,114.273422,115.210327,101.764565,3093859
2020-09-23,115.487572,116.242828,113.221794,113.604210,100.345901,4120612
2020-09-24,112.906311,114.263863,111.357552,112.896751,99.721008,3709325
2020-09-25,112.428299,114.158699,111.797325,113.718925,100.447220,3089570
2020-09-28,115.267685,116.950287,115.114723,116.376671,102.794792,3670623
2020-09-29,116.070747,116.816444,114.923515,115.621414,102.127670,2203504
2020-09-30,116.042068,117.504784,115.487572,116.319313,102.744125,3411111
2020-10-01,116.978966,117.877632,115.066925,115.764816,102.254349,3359438
2020-10-02,113.804970,116.395790,113.594643,115.267685,101.815239,3059759
2020-10-05,116.481834,117.351814,115.726578,116.644356,103.031235,3190823
2020-10-06,117.189293,119.340347,116.242828,116.606117,102.997452,4050426
2020-10-07,117.275337,118.919693,116.940727,118.613770,104.770821,2944908
2020-10-08,125.105164,129.541107,124.063095,125.707458,111.036613,26452189
2020-10-09,126.195030,126.195030,121.988525,122.170174,107.912163,8737970
2020-10-12,122.437859,122.609940,120.879539,121.615677,107.422379,4848315
2020-10-13,121.003822,121.558319,118.986618,119.598473,105.640602,5654781
2020-10-14,119.627151,121.357552,119.627151,120.401527,106.349915,3899593
2020-10-15,118.623329,119.713196,118.403442,119.397705,105.463257,3541024
2020-10-16,119.665390,120.869980,119.177818,120.391968,106.341492,4927078
2020-10-19,121.223709,121.749519,119.579353,120.000000,105.995270,7822720
2020-10-20,114.531548,114.866158,111.701721,112.208412,99.112999,22490151
2020-10-21,111.529640,112.514343,109.741875,110.000000,97.162323,10204044
2020-10-22,109.942642,110.956024,108.011475,110.669212,97.753433,8217167
2020-10-23,111.376671,111.491394,110.449333,110.898659,97.956100,4072496
2020-10-26,109.416824,109.847038,106.921608,107.284897,94.764076,7534756
2020-10-27,107.217972,107.284897,105.191208,105.697899,93.362305,6209161
2020-10-28,103.881454,104.904396,101.261948,101.959846,90.060493,9860956
2020-10-29,102.533463,104.818359,101.864243,104.120461,91.968956,7071169
2020-10-30,103.154877,106.883362,103.011475,106.749519,94.291191,8285889
2020-11-02,107.695984,108.824089,107.313576,107.944550,95.346771,5555829
2020-11-03,108.986618,110.564056,108.632889,109.139580,96.402313,4397698
2020-11-04,107.390060,108.900574,106.271507,106.978966,94.493866,6066905
2020-11-05,108.317398,110.219887,108.040154,109.722755,96.917435,5127701
2020-11-06,110.019119,110.038239,108.403442,109.024857,96.300987,5490663
2020-11-09,112.695984,114.474190,110.200768,110.449333,98.973885,9405841
2020-11-10,111.558319,112.973228,111.137665,112.724663,101.012802,5881449
2020-11-11,112.925430,113.145317,111.108986,112.045891,100.404541,4486922
2020-11-12,110.544930,111.252388,108.489487,109.464630,98.091469,6797117
2020-11-13,110.124283,112.208412,109.952202,111.711281,100.104721,4898000
2020-11-16,113.097511,113.336517,111.969406,113.154877,101.398315,5536896
2020-11-17,112.428299,113.326958,111.921608,112.523903,100.832901,4324687
2020-11-18,112.543022,113.652008,111.615677,111.634796,100.036171,4818713
2020-11-19,111.414917,112.284897,110.793503,112.026772,100.387421,3597822
2020-11-20,112.428299,112.848946,111.558319,111.797325,100.181801,5255418
2020-11-23,112.265778,115.219887,112.112808,114.808792,102.880402,5910318
2020-11-24,115.544930,119.244743,115.497131,118.948372,106.589882,8109115
2020-11-25,117.523903,118.862335,116.739960,118.738052,106.401413,4326151
2020-11-27,118.738052,119.799232,118.460800,118.881454,106.529922,2187395
2020-11-30,118.642448,119.502869,117.676865,118.087952,105.818855,6263448
2020-12-01,118.451241,120.296364,117.667305,117.743790,105.510452,5553319
2020-12-02,117.447418,119.158699,117.026772,119.139580,106.761223,3860472
2020-12-03,118.699806,119.369026,117.868073,118.173996,105.895958,4757417
2020-12-04,118.518166,121.778206,118.202675,121.606117,108.971497,5776849
2020-12-07,120.927345,121.386230,119.091782,119.216064,106.829758,8701151
2020-12-08,119.808792,120.774376,119.158699,120.181641,107.695015,5643170
2020-12-09,120.267685,122.074570,120.172081,121.214149,108.620247,6813121
2020-12-10,120.793503,121.347992,119.445503,119.464630,107.052505,5024147
2020-12-11,118.623329,119.990440,118.173996,118.804970,106.461372,4687544
2020-12-14,119.808792,120.688339,118.040154,118.097511,105.827415,5282300
2020-12-15,118.919693,120.391968,118.011475,120.391968,107.883492,4556585
2020-12-16,120.391968,121.003822,119.780113,120.028679,107.557945,4738485
2020-12-17,120.535370,120.544930,119.416824,120.028679,107.557945,3962248
2020-12-18,120.066925,120.841301,119.474190,120.315491,107.814957,7900229
2020-12-21,118.518166,118.718925,116.367111,117.963669,105.707481,6397022
2020-12-22,117.887192,118.757172,117.026772,118.173996,105.895958,4535561
2020-12-23,118.432121,119.703636,118.298279,118.451241,106.144402,2817819
2020-12-24,119.502869,119.598473,118.747612,119.206497,106.821198,1842111
2020-12-28,119.598473,121.032501,118.986618,119.330788,106.932564,3781499
2020-12-29,119.837479,119.961761,117.820267,118.355644,106.058731,3647402
2020-12-30,118.355644,119.359467,118.193115,118.871895,106.521347,3535794
2020-12-31,118.757172,120.487572,118.537285,120.344170,107.840652,3738822
2021-01-04,120.315491,120.382408,117.629066,118.489487,106.178665,5417443
2021-01-05,119.512428,121.108986,119.130020,120.592735,108.063400,6395872
2021-01-06,121.319313,126.080307,121.147224,123.604210,110.761986,8322708
2021-01-07,124.321220,124.722755,122.619499,123.317398,110.504967,4714740
2021-01-08,122.915871,123.632889,121.395790,122.877632,110.110901,4891305
2021-01-11,122.323135,123.977058,122.045891,122.925430,110.153725,5859587
2021-01-12,123.413002,124.139580,122.313576,123.527725,110.693451,3921663
2021-01-13,123.470360,124.043976,120.898659,121.338432,108.731628,8030874
2021-01-14,122.390060,124.435944,121.940727,123.298279,110.487846,7848347
2021-01-15,122.638626,123.556404,122.055450,122.743790,109.990959,5131153
2021-01-19,123.594643,123.891014,122.456978,123.346077,110.530663,5646308
2021-01-20,123.996178,125.296364,122.906311,124.359467,111.438774,5856240
2021-01-21,124.397705,126.424477,124.330788,125.860420,112.783783,13116003
2021-01-22,115.391968,115.391968,112.198853,113.393883,101.612488,39814421
2021-01-25,113.537285,114.282982,112.284897,113.365204,101.586792,14315974
2021-01-26,113.938812,117.198853,113.212234,117.103249,104.936462,11186656
2021-01-27,116.711281,119.302101,116.271507,117.084129,104.919334,12705239
2021-01-28,117.399620,117.782028,114.789673,114.799232,102.871826,8455969
