Date,Open,High,Low,Close,Adj Close,Volume
2021-01-29,114.933075,115.965584,113.671127,113.871895,102.040833,12369473
2021-02-01,114.627151,115.630974,113.508606,115.239006,103.265915,6538023
2021-02-02,114.110901,115.678780,114.034416,114.187378,102.323532,6633627
2021-02-03,113.804970,114.531548,112.925430,113.881454,102.049400,7024308
2021-02-04,114.636711,115.774376,113.642448,115.697899,103.677132,4771957
2021-02-05,115.678780,116.453156,115.219887,116.434036,104.336784,4775722
2021-02-08,117.227531,118.527725,117.017204,118.173996,105.895958,6158848
2021-02-09,116.539200,117.208412,115.726578,116.730400,106.000137,4933982
2021-02-10,117.619499,117.982796,115.879539,116.864243,106.121681,5090673
2021-02-11,116.634796,116.835564,115.325050,115.592735,104.967049,5629154
2021-02-12,115.678780,116.022942,114.808792,115.487572,104.871552,4049275
2021-02-16,114.866158,115.296364,114.110901,114.789673,104.237808,6945231
2021-02-17,114.024857,115.258125,113.785851,114.694077,104.150993,4141219
2021-02-18,115.200768,115.621414,114.435944,115.420647,104.810783,5646413
2021-02-19,115.439774,115.449333,113.173996,113.757172,103.300209,6881320
2021-02-22,113.288719,115.803062,113.231361,115.544930,104.923637,6149643
2021-02-23,115.602295,116.013382,114.531548,115.401527,104.793427,4739740
2021-02-24,115.487572,118.059273,115.219887,117.791588,106.963768,6087720
2021-02-25,117.944550,118.881454,116.959846,117.084129,106.321342,5953623
2021-02-26,116.873802,116.873802,113.652008,113.699806,103.248116,9467346
2021-03-01,115.057358,116.940727,114.588913,115.430206,104.819458,5977367
2021-03-02,115.430206,116.539200,114.971321,115.038239,104.463516,4732418
2021-03-03,115.200768,117.237091,114.703636,116.978966,106.225853,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,104.272537,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,106.633873,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,108.352791,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,107.805870,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,111.009315,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,110.375572,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,110.783592,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,111.625694,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,111.330521,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,112.016365,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,112.910553,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,111.903503,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,113.335930,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,113.257797,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,113.396713,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,115.523659,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,118.397202,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,117.945778,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,116.956085,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,115.688599,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,115.662544,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,118.006531,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,116.522018,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,117.138397,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,117.303352,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,117.832916,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,116.843231,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,113.882866,8403041
2021-04-14,125.535370,126.940727,124.780113,126.797325,115.141670,6137928
2021-04-15,127.418739,127.982796,126.405357,126.749519,115.098259,4062664
2021-04-16,127.151054,128.202682,127.103249,127.715103,115.975082,5535223
2021-04-19,127.724663,127.934990,126.749519,127.265778,115.567070,8575736
2021-04-20,131.042068,133.623322,130.688339,132.084137,119.942505,16192708
2021-04-21,131.988525,137.409180,131.653915,137.237091,124.621780,12456814
2021-04-22,137.380493,138.374756,134.799240,135.066925,122.651108,7428064
2021-04-23,135.095596,137.294449,134.751434,136.166351,123.649460,4765576
2021-04-26,136.156784,137.313583,135.258133,135.344162,122.902847,4927497
2021-04-27,135.458893,136.290634,134.560226,135.764816,123.284851,4062664
2021-04-28,136.634796,137.093689,135.850861,136.711288,124.144295,3941433
2021-04-29,137.791580,142.198853,136.692154,137.896744,125.220795,4554179
2021-04-30,137.380493,137.504776,134.369019,135.640533,123.171997,9280321
2021-05-03,137.485657,139.340347,137.237091,138.384323,125.663544,5997241
2021-05-04,138.059280,140.143402,137.982788,139.340347,126.531693,6642623
2021-05-05,139.521988,139.521988,138.594650,138.833649,126.071579,5229895
2021-05-06,138.871887,141.978973,138.795410,141.892929,128.849640,7848661
2021-05-07,139.502869,139.713196,138.212234,139.063095,127.690880,7325661
2021-05-10,139.388138,141.854691,139.388138,139.741867,128.314148,7304636
2021-05-11,138.613770,138.804977,136.615677,137.877625,126.602364,7454214
2021-05-12,137.514343,137.810699,134.933075,135.086044,124.039070,6233742
2021-05-13,135.229446,138.527725,135.066925,137.829834,126.558495,4807207
2021-05-14,138.728485,139.282990,137.629059,138.317398,127.006165,2873780
2021-05-17,138.087952,139.388138,137.982788,138.728485,127.383629,4471755
2021-05-18,138.412994,138.910141,136.931168,137.581268,126.330215,4000009
2021-05-19,136.061188,136.902481,134.722748,136.892929,125.698196,4498532
2021-05-20,136.826004,138.537292,135.908218,137.552582,126.303886,4301675
2021-05-21,137.934998,139.292542,137.934998,138.374756,127.058846,4219041
2021-05-24,138.680695,138.996170,137.839386,138.355637,127.041260,3449290
2021-05-25,138.546844,138.623322,136.902481,137.466537,126.224892,4118311
2021-05-26,137.189301,137.657745,136.749527,137.074570,125.864990,3225655
2021-05-27,137.495224,138.403442,137.313583,137.495224,126.251236,5889294
2021-05-28,137.868073,137.982788,137.179733,137.418732,126.180992,2651192
2021-06-01,138.623322,139.416824,137.428299,137.848953,126.576019,2528705
2021-06-02,138.260040,139.340347,137.772461,139.311661,127.919113,2915097
2021-06-03,138.537292,139.464630,137.705551,139.149139,127.769875,4320608
2021-06-04,139.579346,141.061188,139.349899,140.936905,129.411438,3261323
2021-06-07,141.061188,142.198853,140.697891,141.510513,129.938171,3621984
2021-06-08,141.606125,143.594650,141.606125,142.514343,130.859879,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,132.264420,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,132.150330,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,132.799911,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,131.702637,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,131.114456,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,129.771362,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,127.813766,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,125.636734,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,128.735519,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,128.480942,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,126.944717,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,127.673325,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,128.902328,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,127.541672,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,127.769875,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,128.682861,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,128.902328,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,122.915436,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,121.826897,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,122.739868,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,123.547470,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,124.232193,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,123.705475,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,123.143669,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,122.739868,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,123.292892,3807126
2021-07-16,134.799240,134.799240,132.495224,132.791580,121.932228,4298328
2021-07-19,130.449326,132.399612,130.219879,131.854691,121.071960,8977086
2021-07-20,136.711288,138.546844,132.600388,133.814529,122.871536,14237838
2021-07-21,133.814529,135.172089,133.508606,135.086044,124.039070,5024984
2021-07-22,135.430206,135.573608,134.235184,134.521988,123.521126,3466653
2021-07-23,134.761002,135.468445,134.158707,135.124283,124.074173,4680013
2021-07-26,135.172089,136.711288,134.923523,136.491394,125.329491,4441630
2021-07-27,136.261948,137.323135,135.372849,136.472275,125.311920,3281302
2021-07-28,136.720840,136.806885,135.411087,135.535370,124.451660,2660815
2021-07-29,136.070740,136.673035,135.372849,135.688339,124.592117,2793761
2021-07-30,135.296371,135.611862,134.598465,134.761002,123.740585,3698238
2021-08-02,135.229446,136.768646,134.827911,135.200760,124.144371,3064257
2021-08-03,135.659653,138.336517,135.420654,137.734222,126.470688,4272596
2021-08-04,137.476105,137.839386,136.204590,136.481842,125.320709,2960285
2021-08-05,136.739960,137.103256,135.965576,136.491394,125.329491,2884240
2021-08-06,136.711288,138.040146,136.606125,137.753342,126.488228,4002833
2021-08-09,135.946457,136.233276,134.770554,135.038239,125.422722,5129689
2021-08-10,135.000000,135.573608,134.168259,135.162521,125.538147,5543695
2021-08-11,135.544937,136.491394,135.277252,135.879547,126.204109,4455960
2021-08-12,136.003830,136.854691,135.831741,136.778198,127.038757,2184780
2021-08-13,136.367111,137.265778,136.175903,136.883362,127.136436,1997965
2021-08-16,136.931168,137.418732,135.975143,137.275330,127.500519,2913319
2021-08-17,136.711288,136.864243,134.885284,136.156784,126.461601,3215195
2021-08-18,135.439774,135.678772,133.260040,133.336517,123.842163,3672192
2021-08-19,132.590820,133.317398,131.175903,131.950287,122.554626,4351465
2021-08-20,131.682602,133.250473,131.233276,132.992355,123.522484,2780059
2021-08-23,133.479919,133.986618,132.695984,133.479919,123.975349,3179422
2021-08-24,133.632889,134.063095,133.193115,133.690247,124.170685,2474418
2021-08-25,133.766724,134.608032,133.326965,133.709366,124.188454,2105389
2021-08-26,133.814529,134.608032,132.609940,132.676865,123.229469,2613640
2021-08-27,132.609940,133.451248,132.313583,133.279160,123.788879,2572637
2021-08-30,133.365204,133.728485,132.715103,132.858505,123.398178,2087293
2021-08-31,133.403442,134.741867,132.839386,134.168259,124.614662,4429915
2021-09-01,133.824097,133.910141,133.068832,133.173996,123.691200,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,124.321648,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,123.939835,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,122.590164,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,123.131798,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,122.306000,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,121.666687,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,122.670059,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,120.956337,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,121.826523,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,121.142799,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,120.077263,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,119.260345,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,118.070503,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,119.544479,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,121.409172,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,122.084030,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,123.034126,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,122.066254,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,123.584656,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,123.362656,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,127.260788,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,127.962242,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,127.109810,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,126.408318,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,125.919945,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,127.171951,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,126.470482,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,124.730118,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,124.987633,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,127.322929,4410668
